symbol,name,price,assets,avg_vol,ytd,inverse,leveraged,week1,week4,year1,year3,year5,etfdb,inception,er,commission_free,annual_dividend_rate,dividend_date,dividend,annual_dividend_yield,p_e_ratio,beta,holdings,top_10,l_bollinger,u_bollinger,support1,resistance1,rsi,day_200,cap_gains,lt_cap_gains,tax_form,liquidity,expenses,performance,volatility,score_dividend,concentration,overall
PXMG,PowerShares Russell Midcap Pure Growth Portfolio ETF,31.87,64040,3677,6.14%,No,No,1.43%,0.85%,6.97%,19.52%,78.51%,Mid Cap Growth Equities,2005-03-03,0.39%,Not Available,$0.09,2016-06-17,$0.03,0.28%,31.58,1.13,119,18.56%,$30.98,$32.18,$31.84,$31.88,56,15.60%,35%,15%,1099,C+,B,C+,A,B-,C+,B-
PXMV,PowerShares Russell Midcap Pure Value Portfolio ETF,28.41,47140.5,8503,15.98%,No,No,2.27%,-0.01%,17.87%,31.59%,133.61%,Mid Cap Value Equities,2005-03-03,0.39%,Not Available,$0.64,2016-09-16,$0.17,2.25%,19.39,1.39,165,12.86%,$27.54,$29.07,$28.31,$28.60,51,15.23%,35%,15%,1099,B,B,A+,B,A,B,B+
PXSG,PowerShares Russell 2000 Pure Growth Portfolio ETF,26.31,28996,1989,7.69%,No,No,2.57%,3.44%,7.39%,21.53%,89.56%,Small Cap Growth Equities,2005-03-03,0.41%,Not Available,$0.08,2016-09-16,$0.02,0.30%,52.98,1.35,302,9.84%,$25.21,$26.32,n/a,n/a,60,18.11%,35%,15%,1099,C,B-,B+,A+,A+,A-,B+
PXSV,PowerShares Russell 2000 Pure Value Portfolio ETF,26.00,62832,8492,14.71%,No,No,2.36%,0.87%,14.76%,22.87%,129.60%,Small Cap Value Equities,2005-03-03,0.39%,Charles Schwab,$0.57,2016-09-16,$0.14,2.17%,19.62,1.49,353,8.27%,$25.17,$26.43,$25.92,$26.13,56,18.28%,35%,15%,1099,B-,C+,A,B,B+,A-,B
HYS,PIMCO 0-5 Year High Yield Corporate Bond Index Exchange-Traded Fund,99.07,1904210,384097,10.12%,No,No,1.24%,0.89%,6.73%,7.89%,31.88%,High Yield Bonds,2011-06-17,0.55%,Charles Schwab,$3.39,2016-09-01,$0.45,3.42%,n/a,0.43,378,43.05%,$97.41,$99.15,$98.85,$99.34,62,5.99%,35%,15%,1099,A-,C+,B+,B+,B+,A-,A-
FLOT,iShares Floating Rate Bond ETF,50.73,3163680,556700,0.62%,No,No,-0.10%,0.04%,0.70%,1.30%,5.31%,Corporate Bonds,2011-06-17,0.20%,Fidelity,$0.13,2016-02-01,$0.03,0.25%,n/a,0.12,444,7.42%,$50.69,$50.80,$50.71,$50.76,52,0.91%,35%,15%,1099,A,B,B-,A+,C,A-,B+
XMPT,VanEck Vectors CEF Municipal Income ETF,28.74,116761.5,29892,10.41%,No,No,1.55%,-0.91%,17.89%,41.64%,47.76%,National Munis,2011-07-13,1.65%,Not Available,$1.37,2016-09-01,$0.11,4.76%,5.43,-0.66,78,39.33%,$28.14,$29.44,n/a,n/a,47,8.47%,35%,15%,1099,B+,C,A+,C,A+,C+,B
DFVL,iPath US Treasury 5-year Bull ETN,69.64,4916.6,1723,8.10%,No,No,-5.34%,-6.47%,5.42%,21.79%,n/a,Government Bonds,2011-07-12,0.75%,Not Available,n/a,n/a,n/a,n/a,n/a,2.75,n/a,n/a,$69.46,$75.24,$69.48,$69.97,47,27.98%,35%,15%,1099,n/a,C,n/a,n/a,n/a,n/a,n/a
DFVS,iPath US Treasury 5-year Bear ETN,24.31,1752.8,1690,-23.82%,Yes,No,4.51%,-0.53%,-18.97%,-41.65%,-45.16%,Inverse Bonds,2011-07-12,0.75%,Not Available,n/a,n/a,n/a,n/a,n/a,-4.80,n/a,n/a,$21.88,$28.50,$24.12,$24.42,42,41.71%,35%,15%,1099,B-,A-,A-,B-,n/a,n/a,B
SCHZ,Schwab U.S. Aggregate Bond ETF,53.57,3193353.2,396935,5.51%,No,No,0.41%,0.07%,5.28%,12.84%,14.47%,Total Bond Market,2011-07-14,0.05%,Charles Schwab,$1.12,2016-09-01,$0.10,2.10%,n/a,0.20,2900,5.11%,$53.23,$53.77,$53.52,$53.62,54,2.53%,35%,15%,1099,A-,A+,A,A-,B+,A-,A
XVZ,iPath S&P 500 Dynamic VIX ETN,29.27,10437.7,1686,13.49%,No,No,0.65%,0.38%,2.49%,-24.48%,-52.45%,Volatility Hedged Equity,2011-08-17,0.95%,Not Available,n/a,n/a,n/a,n/a,n/a,1.22,n/a,n/a,$28.71,$29.71,n/a,n/a,56,16.56%,35%,15%,1099,B,B-,A-,A,n/a,n/a,A
MOM,U.S. Market Neutral Momentum Fund,24.24,2431,1394,-12.24%,No,No,1.13%,0.25%,-14.92%,1.04%,-1.38%,Long-Short,2011-09-07,1.49%,Not Available,n/a,2011-12-20,$0.62,n/a,24.43,-0.85,202,30.64%,$23.72,$24.48,n/a,n/a,46,17.70%,35%,15%,1099,B-,C,C+,B-,n/a,n/a,C
SIZ,U.S. Market Neutral Size Fund,21.60,2162,1721,1.17%,No,No,0.00%,0.00%,-7.73%,-15.76%,-11.03%,Long-Short,2011-09-07,1.49%,Not Available,n/a,2011-12-20,$0.18,n/a,18.05,-1.08,202,35.78%,$21.31,$21.77,n/a,n/a,54,17.76%,35%,15%,1099,C,C,B+,A-,n/a,n/a,C+
CHEP,U.S. Market Neutral Value Fund,23.83,2392,5775,-1.45%,No,No,-0.29%,1.27%,-3.52%,-8.03%,1.81%,Long-Short,2011-09-13,1.49%,Not Available,n/a,2012-09-14,$0.71,2.73%,11.79,1.54,203,33.07%,$23.24,$24.21,n/a,n/a,51,20.33%,35%,15%,1099,B,C+,A,A,n/a,n/a,A-
BTAL,U.S. Market Neutral Anti-Beta Fund,21.35,15930,22009,3.24%,No,No,0.80%,-0.37%,1.33%,8.76%,-15.13%,Long-Short,2011-09-13,0.99%,Not Available,n/a,2012-09-14,$0.00,0.01%,22.51,-0.82,203,25.86%,$21.13,$21.50,$21.17,$21.46,46,14.71%,35%,15%,1099,B+,B-,C,B,n/a,n/a,B
PFIG,PowerShares Fundamental Investment Grade Corporate Bond Portfolio ETF,26.06,49343,9946,6.16%,No,No,0.66%,0.42%,5.79%,12.77%,17.54%,Corporate Bonds,2011-09-15,0.22%,Not Available,$0.65,2016-09-15,$0.05,2.52%,n/a,0.35,392,6.89%,$25.87,$26.10,n/a,n/a,55,4.87%,35%,15%,1099,B-,B,A-,C+,B,B+,B
TILT,FlexShares Morningstar U.S. Market Factor Tilt Index Fund,90.21,847858.1,22483,9.02%,No,No,1.48%,0.26%,13.53%,27.96%,110.22%,All Cap Equities,2011-09-22,0.27%,Not Available,$2.68,2016-09-19,$0.38,2.95%,24.28,1.06,1945,13.08%,$88.20,$91.47,$90.04,$90.52,54,13.62%,35%,15%,1099,B,A-,B,B+,A-,A,A-
TDTT,FlexShares iBoxx 3-Year Target Duration TIPS Index Fund,24.79,1837044,141148,3.27%,No,No,0.28%,0.56%,2.42%,0.75%,n/a,Inflation-Protected Bonds,2011-09-22,0.20%,Not Available,$0.18,2016-09-01,$0.07,0.74%,n/a,0.18,12,99.18%,$24.62,$24.76,n/a,n/a,59,1.95%,35%,15%,1099,A,B+,A-,A,B-,C+,A-
TDTF,FlexShares iBoxx 5-Year Target Duration TIPS Index Fund,25.44,625898,72152,5.79%,No,No,0.71%,0.82%,4.54%,3.69%,5.46%,Inflation-Protected Bonds,2011-09-22,0.20%,Not Available,$0.29,2016-09-01,$0.08,1.14%,n/a,0.32,14,88.00%,$25.15,$25.39,$25.41,$25.46,60,3.44%,35%,15%,1099,B,A-,B+,A-,B,C+,B+
XAR,SPDR S&P Aerospace & Defense ETF,57.97,206290.5,17905,10.31%,No,No,2.66%,-1.51%,15.97%,40.15%,n/a,Industrials Equities,2011-09-29,0.35%,Not Available,$0.44,2016-09-16,$0.12,0.76%,17.78,1.29,35,41.77%,$56.13,$59.87,$57.84,$58.22,51,15.43%,35%,15%,1099,B-,A-,A+,B+,A-,C+,B+
XHS,SPDR S&P Health Care Services ETF,54.91,124650,60191,-4.12%,No,No,0.33%,1.35%,-10.60%,32.72%,n/a,Health & Biotech Equities,2011-09-29,0.35%,Not Available,$0.14,2016-09-16,$0.04,0.26%,16.43,-1.44,56,23.67%,$53.75,$55.75,$54.75,$55.18,47,16.65%,35%,15%,1099,C+,A-,A,A-,A+,B,A
XSW,SPDR S&P Software & Services ETF,55.43,50103,2789,9.85%,No,No,2.52%,2.01%,17.00%,34.99%,n/a,Technology Equities,2011-09-29,0.35%,Not Available,$0.45,2016-09-16,$0.15,0.82%,22.06,1.08,122,10.31%,$53.69,$55.83,$55.41,$55.47,60,16.70%,35%,15%,1099,C,A-,A,A-,A,A,A
SCHD,Schwab US Dividend Equity ETF,41.99,4596668.8,640414,11.21%,No,No,0.89%,-0.58%,20.84%,33.11%,n/a,All Cap Equities,2011-10-18,0.07%,Charles Schwab,$1.13,2016-09-19,$0.24,2.68%,19.81,-0.97,104,44.19%,$41.26,$42.79,$41.91,$42.12,50,10.89%,35%,15%,1099,A,A,A,A,A,B-,A
USMV,iShares Edge MSCI Min Vol USA ETF,45.97,14749892.8,4347303,11.03%,No,No,1.91%,0.07%,17.37%,44.33%,n/a,All Cap Equities,2011-10-20,0.15%,Fidelity,$0.91,2016-06-21,$0.24,1.97%,25.32,-1.07,179,14.80%,$44.72,$46.71,$45.90,$46.08,51,10.11%,35%,15%,1099,A,A,A+,A,B+,B,A
KBWB,PowerShares KBW Bank Portfolio ETF,36.65,421820,293563,-1.21%,No,No,1.30%,0.46%,5.01%,17.99%,n/a,Financials Equities,2011-11-01,0.35%,Not Available,$0.69,2016-09-16,$0.16,1.89%,11.62,1.24,24,60.52%,$36.18,$37.38,$36.51,$36.84,55,23.44%,35%,15%,1099,A-,B+,A-,B-,C,C,C+
KBWC,PowerShares KBW Capital Markets Portfolio ETF,49.35,9826,1405,-6.45%,No,No,2.17%,8.94%,-10.65%,29.63%,n/a,Financials Equities,2011-11-01,0.35%,Not Available,$0.73,2015-12-18,$0.33,1.49%,16.93,1.53,25,62.44%,$44.15,$49.86,$49.27,$49.52,61,25.68%,35%,15%,1099,C,A-,A,B-,B-,C,C+
KBWI,PowerShares KBW Insurance Portfolio ETF,68.01,13610,1298,-1.63%,No,No,4.97%,8.50%,-0.88%,40.05%,n/a,Financials Equities,2011-11-01,0.35%,Not Available,$1.05,2015-12-24,$0.43,1.54%,11.49,1.40,24,61.34%,$60.76,$68.47,$67.88,$68.27,62,20.06%,35%,15%,1099,C,A,A,B-,C+,C,C+
KBWR,PowerShares KBW Regional Banking Portfolio ETF,43.60,126556,10328,7.34%,No,No,1.66%,0.27%,9.57%,32.93%,n/a,Financials Equities,2011-11-01,0.35%,Not Available,$0.80,2016-09-16,$0.22,1.84%,15.53,1.32,50,28.88%,$42.68,$44.39,$43.50,$43.72,57,24.16%,35%,15%,1099,B,A-,C+,B+,C+,B,B-
FLRN,SPDR Barclays Capital Investment Grade Floating Rate ETF,30.66,632592,89929,1.01%,No,No,0.07%,0.46%,1.08%,0.93%,n/a,Total Bond Market,2011-12-01,0.15%,Not Available,$0.14,2016-08-01,$0.03,0.46%,n/a,0.11,491,6.72%,$30.48,$30.70,n/a,n/a,65,1.60%,35%,15%,1099,B,A-,B,A,C,C+,B
SST,SPDR Barclays Capital Short Term Treasury ETF,30.48,140208,56952,1.49%,No,No,-0.03%,0.10%,0.96%,3.42%,n/a,Government Bonds,2011-11-30,0.10%,Not Available,$0.16,2016-09-01,$0.02,0.53%,n/a,-0.17,150,23.23%,$30.44,$30.51,n/a,n/a,49,2.21%,35%,15%,1099,B-,A,A,A-,C+,A,A-
KNOW,Direxion All Cap Insider Sentiment Shares ETF,74.40,179359.5,12012,6.04%,No,No,1.32%,-0.71%,12.40%,43.07%,n/a,All Cap Equities,2011-12-08,0.65%,Charles Schwab,$1.07,2016-09-20,$0.25,1.43%,18.46,-1.06,103,23.57%,$73.05,$75.87,$74.25,$74.65,50,14.09%,35%,15%,1099,B,B-,A,B+,C+,B,B+
VSPY,Direxion S&P 500 Volatility Response Shares ETF,55.13,8323.5,777,1.17%,No,No,1.12%,-0.47%,2.79%,12.18%,n/a,Large Cap Blend Equities,2012-01-11,0.45%,Charles Schwab,$0.62,2016-06-21,$0.11,1.11%,18.36,-0.67,3,70.97%,$54.25,$55.93,$55.11,$55.16,51,8.47%,35%,15%,1099,C+,B-,C+,A+,B,C,B-
FCAN,First Trust Canada AlphaDEX Fund,23.45,7257,2586,9.70%,No,No,-1.47%,-2.93%,-5.35%,-31.58%,n/a,Foreign Large Cap Equities,2012-02-15,0.80%,Not Available,$0.21,2016-09-21,$0.05,0.88%,16.13,1.60,42,39.66%,$23.36,$24.66,$23.45,$23.45,47,26.16%,35%,15%,1099,B-,C,A,C,C+,C,C
GOVT,iShares Core U.S. Treasury Bond ETF,26.05,2485600,662111,4.06%,No,No,0.46%,-0.08%,3.46%,9.67%,n/a,Government Bonds,2012-02-16,0.15%,Fidelity,$0.14,2016-02-01,$0.03,0.55%,n/a,-0.29,122,34.13%,$25.85,$26.20,$26.02,$26.07,49,3.85%,35%,15%,1099,A-,B+,B+,A-,B-,B+,A-
QLTA,iShares Aaa - A Rated Corporate Bond ETF,53.59,103954.5,14022,6.34%,No,No,0.88%,-0.37%,6.65%,15.16%,n/a,Corporate Bonds,2012-02-16,0.15%,Not Available,$0.78,2016-02-01,$0.13,1.46%,n/a,-0.39,765,5.47%,$52.88,$54.22,$53.51,$53.66,50,4.51%,35%,15%,1099,B,B+,A,B,B+,A-,A-
CMBS,iShares CMBS ETF,53.10,333144,34680,5.03%,No,No,-0.06%,-0.26%,4.17%,9.06%,n/a,Mortgage Backed Securities,2012-02-16,0.25%,Not Available,$0.51,2016-02-01,$0.11,0.96%,n/a,0.35,465,7.96%,$52.84,$53.39,n/a,n/a,50,4.14%,35%,15%,1099,B+,B+,A+,B+,A-,A-,A
GNMA,iShares GNMA Bond ETF,50.97,163264,30462,2.40%,No,No,0.08%,0.12%,2.65%,8.81%,n/a,Mortgage Backed Securities,2012-02-16,0.15%,Fidelity,$0.57,2016-07-01,$0.07,1.13%,n/a,-0.21,55,46.18%,$50.84,$51.05,$50.85,$51.06,51,2.88%,35%,15%,1099,B,A,B-,B,A,B+,B+
YMLP,VanEck Vectors High Income MLP ETF,25.51,95320.5,26418,21.08%,No,No,2.78%,3.32%,-19.77%,-60.42%,n/a,MLPs,2012-03-13,0.82%,Not Available,$1.19,2016-08-15,$0.60,4.62%,13.85,1.56,21,59.02%,$24.57,$25.83,$25.31,$25.77,57,21.61%,35%,15%,1099,B+,A-,C,A+,A+,B,A
SJNK,SPDR Barclays Capital Short Term High Yield Bond ETF,27.55,3140280,1549926,8.81%,No,No,0.77%,0.65%,4.36%,3.05%,n/a,High Yield Bonds,2012-03-15,0.40%,Not Available,$0.89,2016-09-01,$0.14,3.23%,n/a,0.38,755,5.64%,$27.24,$27.60,n/a,n/a,61,5.28%,35%,15%,1099,A,A-,B,B+,A-,A,A
QQQE,Direxion NASDAQ-100 Equal Weighted Index Shares ETF,67.66,61209,11605,5.30%,No,No,1.19%,0.61%,12.65%,38.73%,n/a,Large Cap Growth Equities,2012-03-21,0.35%,Charles Schwab,$0.68,2016-09-20,$0.10,1.00%,23.02,1.15,108,11.59%,$66.02,$68.25,$67.56,$67.86,56,15.70%,35%,15%,1099,B-,B,B-,C+,C+,B,B-
SPHQ,PowerShares S&P 500 High Quality Portfolio ETF,25.15,1081534,323246,9.62%,No,No,1.41%,-1.02%,16.01%,39.09%,120.35%,Large Cap Blend Equities,2005-12-06,0.29%,Not Available,$0.43,2016-09-16,$0.09,1.71%,16.85,-0.96,100,41.37%,$24.60,$25.75,$25.10,$25.20,49,11.74%,35%,15%,1099,A,B+,A,A,A-,B,A
BSCI,Guggenheim BulletShares 2018 Corporate Bond ETF,21.32,936684,158888,2.50%,No,No,-0.05%,0.03%,2.14%,7.97%,n/a,Corporate Bonds,2012-03-28,0.25%,Charles Schwab,$0.34,2016-09-01,$0.03,1.61%,n/a,-0.13,375,10.02%,$21.29,$21.34,$21.28,$21.34,52,1.36%,35%,15%,1099,A,B-,B+,A,B-,B+,A-
BSCJ,Guggenheim BulletShares 2019 Corporate Bond ETF,21.39,664872,101989,3.85%,No,No,0.05%,0.06%,3.31%,10.79%,n/a,Corporate Bonds,2012-03-28,0.25%,Charles Schwab,$0.41,2016-09-01,$0.04,1.93%,n/a,-0.16,339,9.45%,$21.34,$21.42,n/a,n/a,53,1.70%,35%,15%,1099,A-,C+,A,A,B-,B+,A-
BSCK,Guggenheim BulletShares 2020 Corporate Bond ETF,21.69,706320,137017,5.36%,No,No,0.14%,0.18%,4.35%,14.74%,n/a,Corporate Bonds,2012-03-28,0.25%,Charles Schwab,$0.49,2016-09-01,$0.04,2.28%,n/a,0.23,323,11.06%,$21.60,$21.72,$21.65,$21.72,55,2.27%,35%,15%,1099,A-,B-,A,B+,B,B+,A-
TTT,UltraPro Short 20+ Year Treasury ETF,22.77,67038.7,33158,-39.52%,Yes,3x,-4.93%,2.02%,-40.00%,-75.27%,n/a,Leveraged Bonds,2012-03-27,0.95%,Not Available,n/a,n/a,n/a,n/a,n/a,3.20,7,301.09%,$20.75,$24.92,n/a,n/a,50,37.59%,35%,15%,1099,B+,B+,A,C+,n/a,n/a,B+
BOND,PIMCO Total Return Active Exchange-Traded Fund,107.64,2566491,121649,4.04%,No,No,0.81%,0.39%,3.25%,11.66%,n/a,Total Bond Market,2012-03-01,0.55%,Not Available,$1.95,2016-09-01,$0.30,1.81%,n/a,0.32,471,79.95%,$106.59,$107.92,$107.53,$107.73,56,3.18%,35%,15%,1099,A-,C,B-,B-,A-,B+,B
ANGL,VanEck Vectors Fallen Angel High Yield Bond ETF,28.72,329820,225114,22.75%,No,No,1.34%,0.39%,16.10%,28.72%,n/a,High Yield Bonds,2012-04-11,0.40%,Not Available,$1.50,2016-09-01,$0.13,5.22%,n/a,0.43,265,13.44%,$28.22,$28.84,$28.67,$28.76,64,6.47%,35%,15%,1099,C,A-,A,C,A-,B+,B
MLPA,Global X MLP ETF,11.47,320832,151280,17.32%,No,No,4.46%,-0.17%,10.27%,-12.12%,n/a,MLPs,2012-04-19,0.45%,2 Platforms,$0.85,2016-08-05,$0.20,7.41%,26.49,-1.46,22,64.93%,$10.94,$11.76,$11.40,$11.56,53,20.18%,35%,15%,1099,B,C,B-,A,A,A,A-
BSJG,Guggenheim BulletShares 2016 High Yield Corporate Bond ETF,25.82,424104,121358,1.35%,No,No,0.12%,0.18%,1.82%,7.03%,n/a,High Yield Bonds,2012-04-25,0.44%,Charles Schwab,$0.66,2016-09-01,$0.03,2.55%,n/a,0.07,27,9.51%,$25.78,$25.82,n/a,n/a,58,1.15%,35%,15%,1099,B+,B,A-,A-,B-,C+,B
BSJH,Guggenheim BulletShares 2017 High Yield Corporate Bond ETF,25.90,715668,103866,6.41%,No,No,0.35%,0.14%,4.82%,9.31%,n/a,High Yield Bonds,2012-04-25,0.43%,Charles Schwab,$0.97,2016-09-01,$0.09,3.73%,n/a,0.19,118,21.98%,$25.80,$25.92,$25.86,$25.95,59,2.33%,35%,15%,1099,B,B+,B+,A-,B,B-,B
BSJI,Guggenheim BulletShares 2018 High Yield Corporate Bond ETF,25.25,788134,169112,10.09%,No,No,0.40%,0.54%,6.15%,9.50%,n/a,High Yield Bonds,2012-04-25,0.44%,Charles Schwab,$1.15,2016-09-01,$0.10,4.56%,n/a,0.24,137,24.68%,$25.07,$25.24,n/a,n/a,64,3.18%,35%,15%,1099,B,B,A-,B+,B+,B,B+
MOAT,VanEck Vectors Morningstar Wide Moat ETF,34.08,754330.5,97466,17.88%,No,No,1.34%,-1.56%,24.92%,29.32%,n/a,All Cap Equities,2012-04-25,0.49%,Not Available,$0.62,2015-12-21,$0.62,1.80%,17.99,-0.99,41,28.29%,$33.34,$35.01,$34.03,$34.17,49,14.99%,35%,15%,1099,A-,B+,A,B,A-,C,A-
QLTB,iShares Baa - Ba Rated Corporate Bond ETF,53.17,37268,10689,10.02%,No,No,0.82%,0.85%,8.56%,18.61%,n/a,High Yield Bonds,2012-04-26,0.30%,Not Available,$1.32,2016-04-01,$0.16,2.47%,n/a,1.33,1110,5.48%,$52.55,$53.37,$53.02,$53.34,55,7.19%,35%,15%,1099,C,A,C,C,C,A+,C
QLTC,iShares B - Ca Rated Corporate Bond ETF,46.81,11672.5,3386,14.62%,No,No,0.67%,1.85%,6.46%,10.39%,n/a,High Yield Bonds,2012-04-26,0.35%,Not Available,$1.95,2016-04-01,$0.25,4.18%,n/a,1.42,396,13.01%,$45.59,$46.98,$46.75,$46.86,60,8.97%,35%,15%,1099,C,A,B-,C,B-,A-,C+
COBO,USD Covered Bond ETF,101.62,6632.6,428,4.18%,No,No,-0.28%,0.82%,1.67%,5.87%,n/a,Mortgage Backed Securities,2012-05-23,0.35%,Not Available,$1.52,2016-09-01,$0.13,1.49%,n/a,-1.94,24,51.91%,$99.07,$103.51,n/a,n/a,50,12.93%,35%,15%,1099,B-,C+,A,B-,B-,B,B
DVYL,ETRACS Monthly Pay 2x Leveraged Dow Jones Select Dividend Index ETN,57.82,54929,4912,36.32%,No,2x,5.90%,2.61%,50.26%,94.34%,n/a,Leveraged Equities,2012-05-23,0.35%,Not Available,$3.66,2016-09-09,$0.46,6.33%,n/a,2.29,n/a,n/a,$53.81,$58.82,$55.93,$59.37,55,22.43%,35%,15%,1099,B,A,B+,A,n/a,n/a,A
SDYL,ETRACS Monthly Pay 2x Leveraged S&P Dividend ETN,65.51,26204,2315,30.29%,No,2x,4.47%,-1.56%,53.99%,89.21%,n/a,Leveraged Equities,2012-05-23,0.30%,Not Available,$3.25,2016-09-09,$0.38,4.96%,n/a,-1.74,n/a,n/a,$61.70,$69.31,$65.26,$66.00,50,21.13%,35%,15%,1099,B-,A,B+,A,n/a,n/a,A
ALFA,AlphaClone Alternative Alpha ETF,36.17,49005,14882,-3.52%,No,No,2.46%,1.66%,-13.65%,3.70%,n/a,Hedge Fund,2012-05-31,0.95%,Not Available,n/a,2014-12-16,$0.00,0.01%,15.79,1.11,77,30.44%,$34.89,$36.34,n/a,n/a,58,14.20%,35%,15%,1099,B,C+,A+,C+,n/a,n/a,A-
GURU,Global X Guru Index ETF,23.36,70620,29065,0.60%,No,No,1.39%,0.21%,-1.73%,3.90%,n/a,All Cap Equities,2012-06-04,0.75%,2 Platforms,$0.11,2015-12-29,$0.11,0.47%,50.72,1.16,51,21.08%,$22.82,$23.80,n/a,n/a,52,14.54%,35%,15%,1099,B+,C,C,C+,C+,C,C
EMLP,First Trust North American Energy Infrastructure Fund,25.32,1380410.9,244882,29.05%,No,No,3.13%,3.59%,19.07%,23.35%,n/a,MLPs,2012-06-21,0.95%,Not Available,$0.94,2016-09-21,$0.23,3.68%,20.38,1.45,61,39.26%,$23.98,$25.52,$25.23,$25.46,58,13.95%,35%,15%,1099,A-,C+,B,B+,C+,A+,B+
SDOG,ALPS Sector Dividend Dogs ETF,41.24,1509157.2,272931,19.06%,No,No,1.45%,0.28%,25.15%,40.96%,n/a,Large Cap Value Equities,2012-06-29,0.40%,Charles Schwab,$1.36,2016-09-21,$0.35,3.27%,15.75,1.23,50,22.95%,$40.40,$41.88,$41.15,$41.40,52,15.57%,35%,15%,1099,A-,B-,B-,B-,A,C,B
SPXL,Direxion Daily S&P 500 Bull 3x Shares ETF,96.79,482768.2,1220888,16.78%,No,3x,3.64%,-0.94%,36.71%,92.27%,523.78%,Leveraged Equities,2008-11-05,0.95%,Not Available,n/a,2010-09-22,$0.10,0.20%,18.36,2.98,15,308.84%,$91.25,$101.48,$96.32,$97.64,51,36.57%,35%,15%,1099,A,B,B-,B-,n/a,n/a,B+
SPXS,Direxion Daily S&P 500 Bear 3x Shares ETF,12.35,525365.8,5515222,-27.01%,Yes,3x,-3.67%,-0.56%,-41.88%,-71.80%,-94.74%,Leveraged Equities,2008-11-05,0.95%,Not Available,n/a,n/a,n/a,n/a,n/a,-2.90,10,327.20%,$11.94,$13.10,$12.25,$12.41,46,35.67%,35%,15%,1099,A,B+,B+,B-,n/a,n/a,A-
MIDU,Direxion Daily Mid Cap Bull 3x Shares ETF,27.15,51377.3,44238,30.47%,No,3x,5.52%,-2.02%,30.40%,69.48%,474.91%,Leveraged Equities,2009-01-08,0.95%,Not Available,n/a,2013-12-12,$3.13,3.21%,19.73,3.74,16,304.77%,$24.95,$29.47,$26.93,$27.58,51,45.78%,35%,15%,1099,B+,B+,C+,B,n/a,n/a,A-
MIDZ,Direxion Daily Mid Cap Bear 3x Shares ETF,27.89,8602,12571,-38.15%,Yes,3x,-6.13%,-0.29%,-42.77%,-70.75%,-95.44%,Leveraged Equities,2009-01-08,0.95%,Not Available,n/a,n/a,n/a,n/a,n/a,-3.74,8,331.72%,$26.20,$30.39,$27.67,$28.01,46,44.15%,35%,15%,1099,B,B+,A,B,n/a,n/a,A-
TECL,Direxion Daily Technology Bull 3x Shares ETF,47.83,176508,113651,31.29%,No,3x,1.81%,3.66%,60.45%,180.94%,498.62%,Leveraged Equities,2008-12-17,0.95%,Not Available,n/a,2011-03-22,$0.84,n/a,18.29,3.23,15,344.24%,$44.32,$48.87,$47.34,$48.51,57,40.12%,35%,15%,1099,B+,B+,B,B-,n/a,n/a,B+
TECS,Direxion Daily Technology Bear 3x Shares ETF,19.22,19122.6,51397,-38.20%,Yes,3x,-2.14%,-5.46%,-53.50%,-83.57%,-95.76%,Leveraged Equities,2008-12-17,0.95%,Not Available,n/a,n/a,n/a,n/a,n/a,-3.20,9,329.80%,$18.89,$21.05,$18.95,$19.42,40,39.22%,35%,15%,1099,B+,B,B,B-,n/a,n/a,B
FINU,UltraPro Financials ETF,74.56,7594,1207,-7.11%,No,3x,0.17%,-1.11%,11.19%,46.92%,n/a,Leveraged Equities,2012-07-12,0.95%,Not Available,$0.17,2015-12-22,$0.17,0.22%,14.93,2.88,101,264.64%,$71.34,$81.97,$74.44,$74.81,50,50.26%,35%,15%,1099,C+,B,C+,B+,n/a,n/a,B
FINZ,UltraPro Short Financials ETF,15.11,2036.3,3926,-19.54%,Yes,3x,-2.20%,0.73%,-36.30%,-68.79%,n/a,Leveraged Equities,2012-07-12,0.95%,Not Available,n/a,n/a,n/a,n/a,n/a,-2.63,6,564.69%,$13.85,$15.66,$14.91,$15.23,48,46.63%,35%,15%,1099,B-,B,A-,B-,n/a,n/a,B
PFXF,VanEck Vectors Preferred Securities ex Financials ETF,20.90,465178,172763,12.81%,No,No,1.41%,0.37%,12.27%,29.23%,n/a,Preferred Stock/Convertible Bonds,2012-07-17,0.40%,Not Available,$1.17,2016-09-01,$0.07,5.61%,8.30,0.51,109,23.33%,$20.51,$21.01,$20.86,$20.93,57,5.36%,35%,15%,1099,B+,A+,n/a,B-,B+,B+,B
SPFF,SuperIncome Preferred ETF,13.57,237825,123546,7.86%,No,No,1.04%,-0.37%,6.80%,13.50%,n/a,Preferred Stock/Convertible Bonds,2012-07-17,0.58%,Interactive Brokers,$0.92,2016-09-01,$0.07,6.78%,n/a,0.45,44,40.76%,$13.40,$13.74,n/a,n/a,52,6.68%,35%,15%,1099,C+,B,n/a,A,A+,C,B-
AMU,ETRACS Alerian MLP Index ETN,19.68,456450.1,72174,14.17%,No,No,4.68%,0.82%,6.64%,-16.22%,n/a,MLPs,2012-07-17,0.80%,Not Available,$1.36,2016-08-24,$0.32,6.93%,n/a,1.62,n/a,n/a,$18.70,$20.17,$19.57,$19.82,53,20.83%,35%,15%,1099,B,A,n/a,B-,A-,n/a,A-
